Identificador de la publicación,Nombre de usuario de la cuenta,Descripción,Hora de publicación,Enlace permanente,Tipo de publicación,Visualizaciones,Alcance,Me gusta,Veces que se compartió,Comentarios,Veces que se guardó,Seguimientos
18052466936318316,lentesplus.latam,"¿No sabes cómo darle el toque final a tu disfraz? 👁️‍🗨️ A veces, el detalle más pequeño es el que hace la gran diferencia.

No importa si tu cosplay es de fantasía, terror o un personaje icónico... Tenemos la mirada perfecta para llevarlo al siguiente nivel. Desliza para ver cómo la variedad de colores y diseños de Anyday, Freshlook, Lunare y Air Optix Colors pueden transformar por completo tu personaje.

¡Este Halloween, tu mirada es el secreto! 👀✨ ¿Tu disfraz ya tiene el toque final?

#Lentesplus #Halloween #DisfrazPerfecto #LentesDeContactoDeColor #Transformación",10/16/2025 16:01,https://www.instagram.com/p/DP40gyxgPx-/,Secuencia de Instagram,5772,985,7,2,0,4,0
17891204277224903,lentesplus.latam,"¿Qué dice tu mirada este Halloween? 👻

Detrás de cada gran disfraz hay una historia... y esa historia se cuenta con los ojos. ¿Eres la vampiresa seductora, el espíritu misterioso o el personaje icónico? Tu mirada debe ser tu mejor accesorio.

Desliza para ver qué emoción evoca cada color y cuéntanos en los comentarios: ¿Cuál de estas miradas vas a usar para sorprender? 👀

No olvides guardar este post como inspiración para tu look de terror. ¡Y comparte con tu partner in crime de Halloween!

#Lentesplus #Halloween #MiradaMisteriosa #LentesDeContactoDeColor #Cosplay",10/18/2025 17:00,https://www.instagram.com/p/DP-E2RSgUy2/,Secuencia de Instagram,5231,690,5,0,0,2,0
17932877877100069,lentesplus.latam,"¡El secreto de la comodidad todo el día! ✨ Si eres usuario de lentes de contacto, necesitas conocer el poder de las lágrimas artificiales.

Piensa en ellas como el café de media tarde para tus ojos: un chute de energía e hidratación para seguir con el día sin molestias. Usarlas te ayuda a:

Combatir la resequedad del aire acondicionado.

Mejorar la sensación de tener el lente puesto.

Garantizar una visión nítida sin fricción.

#Lentesplus #HidrataciónOcular #GotasOftálmicas #VidaFácil #TipsVisuales",10/22/2025 16:00,https://www.instagram.com/p/DQIRFPNgPh2/,Secuencia de Instagram,5077,668,7,2,1,3,0
17902765344268939,nickyyfonseca,"Esto sí definitivamente es mucho amor hacia una persona 😔🥸. ¿Tú hubieras hecho lo mismo que yo?

La promo con @lentesplus.latam va así: si compras dos cajas de clariti 1 day de @coopervisioncol, la segunda la llevas con 30% de descuento y además puedes escoger unas gafas solares o unas gafas oftálmicas 😎.",10/26/2025 04:00,https://www.instagram.com/reel/DQRR8RskkKI/,Reel de Instagram,22362,,469,27,11,0,
17902022085282719,boybek_musica,"El mejor regalo para mi mamá, que vea bien y se vea bien ❤️",10/28/2025 15:56,https://www.instagram.com/reel/DQXrwVuEZ8F/,Reel de Instagram,3593,,84,5,9,0,
18117917389526994,lentesplus.latam,"Cada mirada cuenta una historia.
Haz que la tuya sea inolvidable con el toque perfecto este Halloween.
🪄 Inspírate en personajes icónicos y transforma tu look con nuestros lentes de contacto.

#HalloweenConLentesPlus
#transformatumirada 
#tumiradahabla 
#Halloween",10/30/2025 11:00,https://www.instagram.com/p/DQcVLsejV3G/,Secuencia de Instagram,6111,995,7,0,1,1,0
18078916871129405,biotrueoneday_bl,"👀💚Los lentes de contacto de reemplazo diario llegaron al buen fin:) en lentesplus desde hoy hasta el 20 de noviembre podrás encontrar grandes descuentos en la familia #biotrueoneday 

#lentesdecontacto #misprimerosbiotrueoneday💚 #reemplazodiario #libertaddemovimiento #biotrueonedayméxico #buenfin #buenfin2025",11/13/2025 10:29,https://www.instagram.com/reel/DRAbE2wDFHL/,Reel de Instagram,1466,,15,3,2,0,
18066261023574002,lentesplus.latam,"¡Salieron a la luz! 👀✨
Las promos de LentesPlus ya están aquí con descuentos que no se repiten.
Corre antes de que se agoten y aprovecha tus lentes favoritos a precio especial.

#LentesPlus #PromosLentes #Descuentos #SaludVisual #LentesDeContacto",11/26/2025 10:00,https://www.instagram.com/p/DRh2mwOjejN/,Imagen de Instagram,4431,979,6,0,0,1,1
18501473917079380,lentesplus.latam,,12/10/2025 11:36,https://www.instagram.com/reel/DSGEqIUE5kW/,Reel de Instagram,966,751,7,1,1,1,0
17955742631905262,lentesplus.latam,"👁️✨Biofinity de CooperVision te ofrece hidratación, frescura y una visión estable durante todo el día gracias a su tecnología Aquaform®.
Comodidad real desde el primer uso.👁️✨

#Biofinity #CooperVision #Lentesplus #LentesDeContacto #ComodidadVisual #Aquaform #VisionClara #SaludVisual #Optica #OjosFelices #Colombia",12/11/2025 10:18,https://www.instagram.com/p/DSIgoSxkir9/,Secuencia de Instagram,2633,932,13,2,2,5,2
17964806789836457,lentesplus.latam,"Tus ojos son increíbles 👁️✨, ¡descubre datos curiosos y cómo cuidar tu visión con estilo! 💡 #CuidemosLosOjos #LentesDeContacto",01/03/2025 10:04,https://www.instagram.com/reel/DEX3Dy9p_uz/,Reel de Instagram,2715,2135,40,5,4,5,1
18055800151989033,lentesplus.latam,"🚨 ¡Errores comunes al usar lentes de contacto! ¿Cometes alguno? 🤔 
#CuidadoDeLentes #ErroresComunes #SaludVisual",01/21/2025 10:10,https://www.instagram.com/reel/DFGOG2ZpKVv/,Reel de Instagram,15604,9931,141,48,5,27,0
17980381025776457,lentesplus.latam,,11/26/2025 09:13,https://www.instagram.com/stories/lentesplus.latam/3774514266805181010,Historia de Instagram,170,123,0,0,,,
18075234977048596,lentesplus.latam,,12/29/2025 09:02,https://www.instagram.com/stories/lentesplus.latam/3798426614925210039,Historia de Instagram,129,113,0,0,,,
18392658403183713,lentesplus.latam,,12/29/2025 09:02,https://www.instagram.com/stories/lentesplus.latam/3798426484029359645,Historia de Instagram,133,117,0,0,,,
18080199305188489,lentesplus.latam,,12/29/2025 09:02,https://www.instagram.com/stories/lentesplus.latam/3798426355339729692,Historia de Instagram,139,121,0,0,,,
18558610930009124,lentesplus.latam,,12/29/2025 09:01,https://www.instagram.com/stories/lentesplus.latam/3798426214998285689,Historia de Instagram,145,123,0,0,,,
17977495538988614,lentesplus.latam,,12/29/2025 09:01,https://www.instagram.com/stories/lentesplus.latam/3798426072643657684,Historia de Instagram,160,126,0,0,,,
17978961683957412,lentesplus.latam,,12/29/2025 09:01,https://www.instagram.com/stories/lentesplus.latam/3798425919408916864,Historia de Instagram,172,128,0,0,,,
17972688341975566,lentesplus.latam,,12/29/2025 09:01,https://www.instagram.com/stories/lentesplus.latam/3798425772658639941,Historia de Instagram,163,139,0,0,,,
18105688891657742,lentesplus.latam,,12/29/2025 09:00,https://www.instagram.com/stories/lentesplus.latam/3798425577069812417,Historia de Instagram,207,181,0,0,,,
18110148304626453,lentesplus.latam,,12/26/2025 10:32,https://www.instagram.com/stories/lentesplus.latam/3796297249371353239,Historia de Instagram,121,109,0,0,,,
18049432019459315,lentesplus.latam,,12/26/2025 10:31,https://www.instagram.com/stories/lentesplus.latam/3796297147449926773,Historia de Instagram,130,110,0,0,,,
18330838441246187,lentesplus.latam,,12/26/2025 10:31,https://www.instagram.com/stories/lentesplus.latam/3796297039857172266,Historia de Instagram,134,113,0,0,,,
18088309193510700,lentesplus.latam,,12/26/2025 10:31,https://www.instagram.com/stories/lentesplus.latam/3796296941584540872,Historia de Instagram,147,119,0,0,,,
18052614206380285,lentesplus.latam,,12/26/2025 10:31,https://www.instagram.com/stories/lentesplus.latam/3796296837616805339,Historia de Instagram,147,123,0,0,,,
18116814400604462,lentesplus.latam,,12/26/2025 10:30,https://www.instagram.com/stories/lentesplus.latam/3796296738262138743,Historia de Instagram,149,127,0,0,,,
18042969365507911,lentesplus.latam,,12/26/2025 10:30,https://www.instagram.com/stories/lentesplus.latam/3796296630501554780,Historia de Instagram,159,139,0,0,,,
17919455862226877,lentesplus.latam,,12/26/2025 10:30,https://www.instagram.com/stories/lentesplus.latam/3796296510385089958,Historia de Instagram,205,174,0,0,,,
18102612949685528,lentesplus.latam,,12/24/2025 09:02,https://www.instagram.com/stories/lentesplus.latam/3794802615062209508,Historia de Instagram,110,95,0,0,,,
18073788365360530,lentesplus.latam,,12/24/2025 09:02,https://www.instagram.com/stories/lentesplus.latam/3794802476406898981,Historia de Instagram,110,97,0,0,,,
18083426159116236,lentesplus.latam,,12/24/2025 09:01,https://www.instagram.com/stories/lentesplus.latam/3794802333397894422,Historia de Instagram,114,99,0,0,,,
17849843019585605,lentesplus.latam,,12/24/2025 09:01,https://www.instagram.com/stories/lentesplus.latam/3794802165013378157,Historia de Instagram,126,100,0,0,,,
18006878726823995,lentesplus.latam,,12/24/2025 09:01,https://www.instagram.com/stories/lentesplus.latam/3794802009589221790,Historia de Instagram,139,103,0,0,,,
18085556291102748,lentesplus.latam,,12/24/2025 09:00,https://www.instagram.com/stories/lentesplus.latam/3794801874004188890,Historia de Instagram,140,113,0,0,,,
18090710590941734,lentesplus.latam,,12/24/2025 09:00,https://www.instagram.com/stories/lentesplus.latam/3794801737823489856,Historia de Instagram,143,119,0,0,,,
18111706834719293,lentesplus.latam,,12/24/2025 09:00,https://www.instagram.com/stories/lentesplus.latam/3794801607607174487,Historia de Instagram,189,156,0,0,,,
18051883019398694,lentesplus.latam,,12/22/2025 08:42,https://www.instagram.com/stories/lentesplus.latam/3793343000911742377,Historia de Instagram,94,85,0,0,,,
18079228346271624,lentesplus.latam,,12/22/2025 08:42,https://www.instagram.com/stories/lentesplus.latam/3793342864554927418,Historia de Instagram,99,86,0,0,,,
18337095163237320,lentesplus.latam,,12/22/2025 08:41,https://www.instagram.com/stories/lentesplus.latam/3793342741561200205,Historia de Instagram,118,87,0,0,,,
17896568703222354,lentesplus.latam,,12/22/2025 08:41,https://www.instagram.com/stories/lentesplus.latam/3793342603509880310,Historia de Instagram,122,91,0,0,,,
18541849939053321,lentesplus.latam,,12/22/2025 08:41,https://www.instagram.com/stories/lentesplus.latam/3793342457288050380,Historia de Instagram,107,94,0,0,,,
18090048493779396,lentesplus.latam,,12/22/2025 08:41,https://www.instagram.com/stories/lentesplus.latam/3793342325159065926,Historia de Instagram,116,99,0,0,,,
18074980526056510,lentesplus.latam,,12/22/2025 08:40,https://www.instagram.com/stories/lentesplus.latam/3793342188684822469,Historia de Instagram,115,101,0,0,,,
17843700918648750,lentesplus.latam,,12/22/2025 08:40,https://www.instagram.com/stories/lentesplus.latam/3793342024662352963,Historia de Instagram,153,135,0,0,,,
17904827532332772,lentesplus.latam,,12/19/2025 09:02,https://www.instagram.com/stories/lentesplus.latam/3791178665238170626,Historia de Instagram,117,100,0,0,,,
18370466374086198,lentesplus.latam,,12/19/2025 09:02,https://www.instagram.com/stories/lentesplus.latam/3791178566655074103,Historia de Instagram,117,102,0,0,,,
18305576035250038,lentesplus.latam,,12/19/2025 09:01,https://www.instagram.com/stories/lentesplus.latam/3791178438292876737,Historia de Instagram,125,104,0,0,,,
18105148492678205,lentesplus.latam,,12/19/2025 09:01,https://www.instagram.com/stories/lentesplus.latam/3791178310190815263,Historia de Instagram,138,107,0,0,,,
17996103161717872,lentesplus.latam,,12/19/2025 09:01,https://www.instagram.com/stories/lentesplus.latam/3791178206456797501,Historia de Instagram,139,108,0,0,,,
18198640507326283,lentesplus.latam,,12/19/2025 09:01,https://www.instagram.com/stories/lentesplus.latam/3791178102614746552,Historia de Instagram,137,112,0,0,,,
18339097663228934,lentesplus.latam,,12/19/2025 09:00,https://www.instagram.com/stories/lentesplus.latam/3791178006908399424,Historia de Instagram,143,122,0,0,,,
18031432103751027,lentesplus.latam,,12/19/2025 09:00,https://www.instagram.com/stories/lentesplus.latam/3791177881742180040,Historia de Instagram,176,152,0,0,,,
18075766592260080,lentesplus.latam,,12/17/2025 08:32,https://www.instagram.com/stories/lentesplus.latam/3789714045453815951,Historia de Instagram,108,85,0,0,,,
18067009778432177,lentesplus.latam,,12/17/2025 08:32,https://www.instagram.com/stories/lentesplus.latam/3789713897084548198,Historia de Instagram,110,88,0,0,,,
18063900707630357,lentesplus.latam,,12/17/2025 08:31,https://www.instagram.com/stories/lentesplus.latam/3789713755199570419,Historia de Instagram,115,93,0,0,,,
18077056157520395,lentesplus.latam,,12/17/2025 08:31,https://www.instagram.com/stories/lentesplus.latam/3789713606377301075,Historia de Instagram,124,97,0,0,,,
18074986766199379,lentesplus.latam,,12/17/2025 08:31,https://www.instagram.com/stories/lentesplus.latam/3789713462663701023,Historia de Instagram,125,98,0,0,,,
17870183847483688,lentesplus.latam,,12/17/2025 08:30,https://www.instagram.com/stories/lentesplus.latam/3789713323169497985,Historia de Instagram,136,104,0,0,,,
17989985558745211,lentesplus.latam,,12/17/2025 08:30,https://www.instagram.com/stories/lentesplus.latam/3789713188272287475,Historia de Instagram,146,109,0,0,,,
18049896440425525,lentesplus.latam,,12/17/2025 08:30,https://www.instagram.com/stories/lentesplus.latam/3789713031229188311,Historia de Instagram,178,147,0,0,,,
18328343050209429,lentesplus.latam,,12/15/2025 09:33,https://www.instagram.com/stories/lentesplus.latam/3788295348364151206,Historia de Instagram,102,89,0,0,,,
18081273194129568,lentesplus.latam,,12/15/2025 09:33,https://www.instagram.com/stories/lentesplus.latam/3788295123515919545,Historia de Instagram,111,90,0,0,,,
17890239528265345,lentesplus.latam,,12/15/2025 09:32,https://www.instagram.com/stories/lentesplus.latam/3788294880934148101,Historia de Instagram,114,92,0,0,,,
17855245671588651,lentesplus.latam,,12/15/2025 09:32,https://www.instagram.com/stories/lentesplus.latam/3788294651279238289,Historia de Instagram,118,94,0,0,,,
17933067957134349,lentesplus.latam,,12/15/2025 09:31,https://www.instagram.com/stories/lentesplus.latam/3788294436606326521,Historia de Instagram,129,96,0,0,,,
18083494169117241,lentesplus.latam,,12/15/2025 09:31,https://www.instagram.com/stories/lentesplus.latam/3788294248055602592,Historia de Instagram,127,98,0,0,,,
18086626976053940,lentesplus.latam,,12/15/2025 09:31,https://www.instagram.com/stories/lentesplus.latam/3788294029045848203,Historia de Instagram,135,110,0,0,,,
18114366550594715,lentesplus.latam,,12/15/2025 09:30,https://www.instagram.com/stories/lentesplus.latam/3788293795020414795,Historia de Instagram,166,138,0,0,,,
17993158661897112,lentesplus.latam,,12/12/2025 08:12,https://www.instagram.com/stories/lentesplus.latam/3786080130004223552,Historia de Instagram,77,69,0,0,,,
18092466484937646,lentesplus.latam,,12/12/2025 08:12,https://www.instagram.com/stories/lentesplus.latam/3786080063742628456,Historia de Instagram,94,79,0,0,,,
18052899590347752,lentesplus.latam,,12/12/2025 08:12,https://www.instagram.com/stories/lentesplus.latam/3786079982012416256,Historia de Instagram,107,79,0,0,,,
18060006836271709,lentesplus.latam,,12/12/2025 08:11,https://www.instagram.com/stories/lentesplus.latam/3786079907840346099,Historia de Instagram,99,80,0,0,,,
18080949752146994,lentesplus.latam,,12/12/2025 08:11,https://www.instagram.com/stories/lentesplus.latam/3786079843239671297,Historia de Instagram,98,80,0,0,,,
17845055505629354,lentesplus.latam,,12/12/2025 08:11,https://www.instagram.com/stories/lentesplus.latam/3786079777582063109,Historia de Instagram,99,85,0,0,,,
18094427282497711,lentesplus.latam,,12/12/2025 08:11,https://www.instagram.com/stories/lentesplus.latam/3786079704307555810,Historia de Instagram,100,85,0,0,,,
18095262238694688,lentesplus.latam,,12/12/2025 08:11,https://www.instagram.com/stories/lentesplus.latam/3786079594039304215,Historia de Instagram,122,108,0,0,,,
17984467589763535,lentesplus.latam,,12/10/2025 17:38,https://www.instagram.com/stories/lentesplus.latam/3784915521208642634,Historia de Instagram,241,194,1,0,,,
17869083138489258,lentesplus.latam,,12/10/2025 08:03,https://www.instagram.com/stories/lentesplus.latam/3784625935908394019,Historia de Instagram,192,169,0,1,,,
18001819580835403,lentesplus.latam,,12/10/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3784625819742898819,Historia de Instagram,200,173,0,0,,,
17955397470020803,lentesplus.latam,,12/10/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3784625685248349120,Historia de Instagram,211,178,0,0,,,
17872977546466898,lentesplus.latam,,12/10/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3784625567287803004,Historia de Instagram,223,181,0,0,,,
18326774257244018,lentesplus.latam,,12/10/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3784625411536515802,Historia de Instagram,241,189,0,0,,,
18022731746787013,lentesplus.latam,,12/10/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3784625293835959180,Historia de Instagram,245,196,0,0,,,
18027989174770578,lentesplus.latam,,12/10/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3784625173392269436,Historia de Instagram,252,209,0,0,,,
18088618918966585,lentesplus.latam,,12/10/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3784625051656815237,Historia de Instagram,319,259,0,0,,,
18105332110658543,lentesplus.latam,,12/05/2025 08:54,https://www.instagram.com/stories/lentesplus.latam/3781027691420525617,Historia de Instagram,107,91,0,0,,,
18127888048444181,lentesplus.latam,,12/05/2025 08:53,https://www.instagram.com/stories/lentesplus.latam/3781027630234054509,Historia de Instagram,113,93,0,0,,,
18555803599189201,lentesplus.latam,,12/05/2025 08:53,https://www.instagram.com/stories/lentesplus.latam/3781027560147199226,Historia de Instagram,123,94,0,0,,,
18036338159520013,lentesplus.latam,,12/05/2025 08:53,https://www.instagram.com/stories/lentesplus.latam/3781027482636483127,Historia de Instagram,122,95,0,0,,,
